dataset,image_id,image_path,age,gender,race
utkface,utkface_000808,data/raw/utkface/utkface_000808.jpg,2,0,0
utkface,utkface_004048,data/raw/utkface/utkface_004048.jpg,0,1,0
utkface,utkface_001083,data/raw/utkface/utkface_001083.jpg,2,0,0
utkface,utkface_002672,data/raw/utkface/utkface_002672.jpg,3,0,0
utkface,utkface_002142,data/raw/utkface/utkface_002142.jpg,0,0,1
utkface,utkface_004806,data/raw/utkface/utkface_004806.jpg,4,1,3
utkface,utkface_006840,data/raw/utkface/utkface_006840.jpg,1,0,4
utkface,utkface_000363,data/raw/utkface/utkface_000363.jpg,2,0,0
utkface,utkface_006933,data/raw/utkface/utkface_006933.jpg,6,0,0
utkface,utkface_002955,data/raw/utkface/utkface_002955.jpg,3,0,3
utkface,utkface_001986,data/raw/utkface/utkface_001986.jpg,0,0,0
utkface,utkface_005863,data/raw/utkface/utkface_005863.jpg,1,0,3
utkface,utkface_005130,data/raw/utkface/utkface_005130.jpg,4,0,0
utkface,utkface_009814,data/raw/utkface/utkface_009814.jpg,1,0,2
utkface,utkface_004465,data/raw/utkface/utkface_004465.jpg,0,0,3
utkface,utkface_002804,data/raw/utkface/utkface_002804.jpg,3,0,0
utkface,utkface_006975,data/raw/utkface/utkface_006975.jpg,6,1,0
utkface,utkface_002974,data/raw/utkface/utkface_002974.jpg,3,0,4
utkface,utkface_002151,data/raw/utkface/utkface_002151.jpg,0,0,1
utkface,utkface_000971,data/raw/utkface/utkface_000971.jpg,2,0,0
utkface,utkface_006821,data/raw/utkface/utkface_006821.jpg,1,0,3
utkface,utkface_008109,data/raw/utkface/utkface_008109.jpg,7,0,0
utkface,utkface_001791,data/raw/utkface/utkface_001791.jpg,0,1,3
utkface,utkface_007121,data/raw/utkface/utkface_007121.jpg,6,0,0
utkface,utkface_006395,data/raw/utkface/utkface_006395.jpg,5,1,4
utkface,utkface_006635,data/raw/utkface/utkface_006635.jpg,1,1,1
utkface,utkface_001674,data/raw/utkface/utkface_001674.jpg,0,1,2
utkface,utkface_005961,data/raw/utkface/utkface_005961.jpg,5,0,0
utkface,utkface_001022,data/raw/utkface/utkface_001022.jpg,2,1,0
utkface,utkface_009351,data/raw/utkface/utkface_009351.jpg,8,0,0
utkface,utkface_003469,data/raw/utkface/utkface_003469.jpg,3,0,0
utkface,utkface_002707,data/raw/utkface/utkface_002707.jpg,3,0,3
utkface,utkface_007978,data/raw/utkface/utkface_007978.jpg,1,0,3
utkface,utkface_003288,data/raw/utkface/utkface_003288.jpg,3,0,3
utkface,utkface_007229,data/raw/utkface/utkface_007229.jpg,6,0,0
utkface,utkface_002120,data/raw/utkface/utkface_002120.jpg,0,0,0
utkface,utkface_009445,data/raw/utkface/utkface_009445.jpg,8,1,0
utkface,utkface_002183,data/raw/utkface/utkface_002183.jpg,0,0,2
utkface,utkface_002534,data/raw/utkface/utkface_002534.jpg,3,1,4
utkface,utkface_002399,data/raw/utkface/utkface_002399.jpg,0,0,3
utkface,utkface_009976,data/raw/utkface/utkface_009976.jpg,1,1,0
utkface,utkface_001901,data/raw/utkface/utkface_001901.jpg,0,1,4
utkface,utkface_001335,data/raw/utkface/utkface_001335.jpg,0,1,0
utkface,utkface_007861,data/raw/utkface/utkface_007861.jpg,1,1,3
utkface,utkface_004170,data/raw/utkface/utkface_004170.jpg,0,1,2
utkface,utkface_002545,data/raw/utkface/utkface_002545.jpg,3,0,0
utkface,utkface_007841,data/raw/utkface/utkface_007841.jpg,1,1,2
utkface,utkface_005458,data/raw/utkface/utkface_005458.jpg,4,0,3
utkface,utkface_008433,data/raw/utkface/utkface_008433.jpg,7,0,0
utkface,utkface_001199,data/raw/utkface/utkface_001199.jpg,2,1,2
utkface,utkface_007500,data/raw/utkface/utkface_007500.jpg,6,1,2
utkface,utkface_009035,data/raw/utkface/utkface_009035.jpg,8,0,0
utkface,utkface_001816,data/raw/utkface/utkface_001816.jpg,0,1,3
utkface,utkface_009543,data/raw/utkface/utkface_009543.jpg,8,0,2
utkface,utkface_009609,data/raw/utkface/utkface_009609.jpg,8,1,3
utkface,utkface_002100,data/raw/utkface/utkface_002100.jpg,0,0,0
utkface,utkface_008129,data/raw/utkface/utkface_008129.jpg,7,0,1
utkface,utkface_009971,data/raw/utkface/utkface_009971.jpg,1,1,0
utkface,utkface_007864,data/raw/utkface/utkface_007864.jpg,1,1,3
utkface,utkface_008815,data/raw/utkface/utkface_008815.jpg,8,0,0
utkface,utkface_002208,data/raw/utkface/utkface_002208.jpg,0,0,2
utkface,utkface_006234,data/raw/utkface/utkface_006234.jpg,5,1,0
utkface,utkface_004811,data/raw/utkface/utkface_004811.jpg,4,1,4
utkface,utkface_009225,data/raw/utkface/utkface_009225.jpg,1,0,0
utkface,utkface_001269,data/raw/utkface/utkface_001269.jpg,0,1,0
utkface,utkface_002008,data/raw/utkface/utkface_002008.jpg,0,0,0
utkface,utkface_003090,data/raw/utkface/utkface_003090.jpg,3,0,2
utkface,utkface_009642,data/raw/utkface/utkface_009642.jpg,1,1,0
utkface,utkface_004617,data/raw/utkface/utkface_004617.jpg,4,0,0
utkface,utkface_009169,data/raw/utkface/utkface_009169.jpg,1,1,0
utkface,utkface_008446,data/raw/utkface/utkface_008446.jpg,7,0,1
utkface,utkface_002025,data/raw/utkface/utkface_002025.jpg,0,0,0
utkface,utkface_002421,data/raw/utkface/utkface_002421.jpg,0,0,3
utkface,utkface_002393,data/raw/utkface/utkface_002393.jpg,0,0,3
utkface,utkface_006602,data/raw/utkface/utkface_006602.jpg,1,1,0
utkface,utkface_008567,data/raw/utkface/utkface_008567.jpg,7,1,0
utkface,utkface_000975,data/raw/utkface/utkface_000975.jpg,2,0,0
utkface,utkface_003990,data/raw/utkface/utkface_003990.jpg,3,0,0
utkface,utkface_001311,data/raw/utkface/utkface_001311.jpg,0,1,0
utkface,utkface_009857,data/raw/utkface/utkface_009857.jpg,1,0,4
utkface,utkface_001358,data/raw/utkface/utkface_001358.jpg,0,1,0
utkface,utkface_004981,data/raw/utkface/utkface_004981.jpg,4,1,0
utkface,utkface_005035,data/raw/utkface/utkface_005035.jpg,4,0,3
utkface,utkface_001897,data/raw/utkface/utkface_001897.jpg,0,1,4
utkface,utkface_003527,data/raw/utkface/utkface_003527.jpg,3,0,3
utkface,utkface_000935,data/raw/utkface/utkface_000935.jpg,2,1,3
utkface,utkface_006880,data/raw/utkface/utkface_006880.jpg,6,1,0
utkface,utkface_003047,data/raw/utkface/utkface_003047.jpg,3,0,0
utkface,utkface_005165,data/raw/utkface/utkface_005165.jpg,4,0,3
utkface,utkface_002353,data/raw/utkface/utkface_002353.jpg,0,0,3
utkface,utkface_000079,data/raw/utkface/utkface_000079.jpg,2,1,4
utkface,utkface_002812,data/raw/utkface/utkface_002812.jpg,3,0,0
utkface,utkface_003553,data/raw/utkface/utkface_003553.jpg,3,0,3
utkface,utkface_006453,data/raw/utkface/utkface_006453.jpg,5,1,3
utkface,utkface_001975,data/raw/utkface/utkface_001975.jpg,0,0,0
utkface,utkface_008659,data/raw/utkface/utkface_008659.jpg,1,1,0
utkface,utkface_004589,data/raw/utkface/utkface_004589.jpg,4,1,2
utkface,utkface_009184,data/raw/utkface/utkface_009184.jpg,1,1,0
utkface,utkface_004989,data/raw/utkface/utkface_004989.jpg,4,1,4
utkface,utkface_008792,data/raw/utkface/utkface_008792.jpg,8,1,0
utkface,utkface_000161,data/raw/utkface/utkface_000161.jpg,2,1,0
utkface,utkface_003472,data/raw/utkface/utkface_003472.jpg,3,0,0
utkface,utkface_007173,data/raw/utkface/utkface_007173.jpg,6,1,0
utkface,utkface_006315,data/raw/utkface/utkface_006315.jpg,5,1,3
utkface,utkface_008863,data/raw/utkface/utkface_008863.jpg,8,1,0
utkface,utkface_004404,data/raw/utkface/utkface_004404.jpg,0,0,2
utkface,utkface_000843,data/raw/utkface/utkface_000843.jpg,2,0,0
utkface,utkface_000401,data/raw/utkface/utkface_000401.jpg,2,1,0
utkface,utkface_005547,data/raw/utkface/utkface_005547.jpg,4,0,0
utkface,utkface_004383,data/raw/utkface/utkface_004383.jpg,0,0,2
utkface,utkface_002035,data/raw/utkface/utkface_002035.jpg,0,0,0
utkface,utkface_000628,data/raw/utkface/utkface_000628.jpg,2,0,0
utkface,utkface_007241,data/raw/utkface/utkface_007241.jpg,6,0,0
utkface,utkface_002477,data/raw/utkface/utkface_002477.jpg,0,0,4
utkface,utkface_000999,data/raw/utkface/utkface_000999.jpg,2,0,4
utkface,utkface_009265,data/raw/utkface/utkface_009265.jpg,1,0,2
utkface,utkface_001041,data/raw/utkface/utkface_001041.jpg,2,1,4
utkface,utkface_004331,data/raw/utkface/utkface_004331.jpg,0,0,1
utkface,utkface_008243,data/raw/utkface/utkface_008243.jpg,7,0,0
utkface,utkface_003796,data/raw/utkface/utkface_003796.jpg,3,0,0
utkface,utkface_007449,data/raw/utkface/utkface_007449.jpg,6,1,0
utkface,utkface_001255,data/raw/utkface/utkface_001255.jpg,0,1,0
utkface,utkface_008783,data/raw/utkface/utkface_008783.jpg,8,1,0
utkface,utkface_005758,data/raw/utkface/utkface_005758.jpg,1,0,0
utkface,utkface_005609,data/raw/utkface/utkface_005609.jpg,1,1,0
utkface,utkface_005557,data/raw/utkface/utkface_005557.jpg,4,0,0
utkface,utkface_000453,data/raw/utkface/utkface_000453.jpg,2,1,4
utkface,utkface_009571,data/raw/utkface/utkface_009571.jpg,8,0,0
utkface,utkface_000233,data/raw/utkface/utkface_000233.jpg,2,1,1
utkface,utkface_001863,data/raw/utkface/utkface_001863.jpg,0,1,3
utkface,utkface_006383,data/raw/utkface/utkface_006383.jpg,5,1,0
utkface,utkface_006347,data/raw/utkface/utkface_006347.jpg,5,0,4
utkface,utkface_004442,data/raw/utkface/utkface_004442.jpg,0,0,2
utkface,utkface_005394,data/raw/utkface/utkface_005394.jpg,4,1,2
utkface,utkface_007938,data/raw/utkface/utkface_007938.jpg,1,0,2
utkface,utkface_001023,data/raw/utkface/utkface_001023.jpg,2,1,0
utkface,utkface_008063,data/raw/utkface/utkface_008063.jpg,7,0,0
utkface,utkface_007316,data/raw/utkface/utkface_007316.jpg,6,1,0
utkface,utkface_009042,data/raw/utkface/utkface_009042.jpg,8,0,0
utkface,utkface_005635,data/raw/utkface/utkface_005635.jpg,1,1,0
utkface,utkface_001056,data/raw/utkface/utkface_001056.jpg,2,0,0
utkface,utkface_001612,data/raw/utkface/utkface_001612.jpg,0,1,2
utkface,utkface_003410,data/raw/utkface/utkface_003410.jpg,3,1,4
utkface,utkface_001810,data/raw/utkface/utkface_001810.jpg,0,1,3
utkface,utkface_009919,data/raw/utkface/utkface_009919.jpg,8,0,0
utkface,utkface_003197,data/raw/utkface/utkface_003197.jpg,3,1,2
utkface,utkface_006727,data/raw/utkface/utkface_006727.jpg,1,0,0
utkface,utkface_003552,data/raw/utkface/utkface_003552.jpg,3,0,3
utkface,utkface_008994,data/raw/utkface/utkface_008994.jpg,8,1,0
utkface,utkface_009686,data/raw/utkface/utkface_009686.jpg,1,0,0
utkface,utkface_002369,data/raw/utkface/utkface_002369.jpg,0,0,3
utkface,utkface_007609,data/raw/utkface/utkface_007609.jpg,6,1,0
utkface,utkface_007387,data/raw/utkface/utkface_007387.jpg,6,0,0
utkface,utkface_007829,data/raw/utkface/utkface_007829.jpg,1,1,0
utkface,utkface_004869,data/raw/utkface/utkface_004869.jpg,4,0,2
utkface,utkface_002579,data/raw/utkface/utkface_002579.jpg,3,0,2
utkface,utkface_009844,data/raw/utkface/utkface_009844.jpg,1,0,3
utkface,utkface_009064,data/raw/utkface/utkface_009064.jpg,8,1,0
utkface,utkface_001369,data/raw/utkface/utkface_001369.jpg,0,1,0
utkface,utkface_009484,data/raw/utkface/utkface_009484.jpg,8,0,0
utkface,utkface_005645,data/raw/utkface/utkface_005645.jpg,1,1,1
utkface,utkface_002089,data/raw/utkface/utkface_002089.jpg,0,0,0
utkface,utkface_009954,data/raw/utkface/utkface_009954.jpg,8,0,0
utkface,utkface_002122,data/raw/utkface/utkface_002122.jpg,0,0,0
utkface,utkface_006366,data/raw/utkface/utkface_006366.jpg,5,1,0
utkface,utkface_005644,data/raw/utkface/utkface_005644.jpg,1,1,1
utkface,utkface_007428,data/raw/utkface/utkface_007428.jpg,6,0,0
utkface,utkface_002620,data/raw/utkface/utkface_002620.jpg,3,0,4
utkface,utkface_007358,data/raw/utkface/utkface_007358.jpg,6,1,3
utkface,utkface_003878,data/raw/utkface/utkface_003878.jpg,3,0,4
utkface,utkface_007123,data/raw/utkface/utkface_007123.jpg,6,0,0
utkface,utkface_006723,data/raw/utkface/utkface_006723.jpg,1,0,0
utkface,utkface_002506,data/raw/utkface/utkface_002506.jpg,0,0,4
utkface,utkface_005126,data/raw/utkface/utkface_005126.jpg,4,0,0
utkface,utkface_004252,data/raw/utkface/utkface_004252.jpg,0,1,4
utkface,utkface_001517,data/raw/utkface/utkface_001517.jpg,0,1,2
utkface,utkface_004499,data/raw/utkface/utkface_004499.jpg,0,0,3
utkface,utkface_009713,data/raw/utkface/utkface_009713.jpg,1,0,0
utkface,utkface_000589,data/raw/utkface/utkface_000589.jpg,2,1,2
utkface,utkface_002998,data/raw/utkface/utkface_002998.jpg,3,1,0
utkface,utkface_008874,data/raw/utkface/utkface_008874.jpg,8,1,2
utkface,utkface_009601,data/raw/utkface/utkface_009601.jpg,8,0,1
utkface,utkface_006977,data/raw/utkface/utkface_006977.jpg,6,1,0
utkface,utkface_002419,data/raw/utkface/utkface_002419.jpg,0,0,3
utkface,utkface_004196,data/raw/utkface/utkface_004196.jpg,0,1,2
utkface,utkface_008948,data/raw/utkface/utkface_008948.jpg,8,0,0
utkface,utkface_009136,data/raw/utkface/utkface_009136.jpg,8,1,0
utkface,utkface_001379,data/raw/utkface/utkface_001379.jpg,0,1,0
utkface,utkface_004741,data/raw/utkface/utkface_004741.jpg,4,0,2
utkface,utkface_006655,data/raw/utkface/utkface_006655.jpg,1,1,2
utkface,utkface_006849,data/raw/utkface/utkface_006849.jpg,1,0,4
utkface,utkface_001037,data/raw/utkface/utkface_001037.jpg,2,1,4
utkface,utkface_001935,data/raw/utkface/utkface_001935.jpg,0,1,4
utkface,utkface_003646,data/raw/utkface/utkface_003646.jpg,3,1,3
utkface,utkface_006262,data/raw/utkface/utkface_006262.jpg,5,0,0
utkface,utkface_008861,data/raw/utkface/utkface_008861.jpg,8,1,0
utkface,utkface_001989,data/raw/utkface/utkface_001989.jpg,0,0,0
utkface,utkface_002801,data/raw/utkface/utkface_002801.jpg,3,0,0
utkface,utkface_000123,data/raw/utkface/utkface_000123.jpg,2,0,0
utkface,utkface_003290,data/raw/utkface/utkface_003290.jpg,3,0,3
utkface,utkface_009001,data/raw/utkface/utkface_009001.jpg,8,1,0
utkface,utkface_003699,data/raw/utkface/utkface_003699.jpg,3,0,2
utkface,utkface_006357,data/raw/utkface/utkface_006357.jpg,5,1,0
utkface,utkface_009154,data/raw/utkface/utkface_009154.jpg,8,1,0
utkface,utkface_007509,data/raw/utkface/utkface_007509.jpg,6,0,0
utkface,utkface_001381,data/raw/utkface/utkface_001381.jpg,0,1,0
utkface,utkface_002883,data/raw/utkface/utkface_002883.jpg,3,0,4
utkface,utkface_008004,data/raw/utkface/utkface_008004.jpg,7,1,0
utkface,utkface_003235,data/raw/utkface/utkface_003235.jpg,3,0,0
utkface,utkface_003451,data/raw/utkface/utkface_003451.jpg,3,0,0
utkface,utkface_000000,data/raw/utkface/utkface_000000.jpg,8,0,0
utkface,utkface_000315,data/raw/utkface/utkface_000315.jpg,2,0,4
utkface,utkface_001323,data/raw/utkface/utkface_001323.jpg,0,1,0
utkface,utkface_003150,data/raw/utkface/utkface_003150.jpg,3,0,4
utkface,utkface_003679,data/raw/utkface/utkface_003679.jpg,3,0,0
utkface,utkface_005832,data/raw/utkface/utkface_005832.jpg,1,0,2
utkface,utkface_002330,data/raw/utkface/utkface_002330.jpg,0,0,2
utkface,utkface_001786,data/raw/utkface/utkface_001786.jpg,0,1,3
utkface,utkface_007639,data/raw/utkface/utkface_007639.jpg,6,0,3
utkface,utkface_000746,data/raw/utkface/utkface_000746.jpg,2,1,0
utkface,utkface_007942,data/raw/utkface/utkface_007942.jpg,1,0,2
utkface,utkface_009074,data/raw/utkface/utkface_009074.jpg,8,1,0
utkface,utkface_001303,data/raw/utkface/utkface_001303.jpg,0,1,0
utkface,utkface_004133,data/raw/utkface/utkface_004133.jpg,0,1,2
utkface,utkface_009602,data/raw/utkface/utkface_009602.jpg,8,0,2
utkface,utkface_004277,data/raw/utkface/utkface_004277.jpg,0,1,4
utkface,utkface_008352,data/raw/utkface/utkface_008352.jpg,7,1,0
utkface,utkface_002318,data/raw/utkface/utkface_002318.jpg,0,0,2
utkface,utkface_009896,data/raw/utkface/utkface_009896.jpg,8,1,1
utkface,utkface_009869,data/raw/utkface/utkface_009869.jpg,8,1,0
utkface,utkface_000308,data/raw/utkface/utkface_000308.jpg,2,0,3
utkface,utkface_007744,data/raw/utkface/utkface_007744.jpg,6,1,0
utkface,utkface_003911,data/raw/utkface/utkface_003911.jpg,3,1,0
utkface,utkface_006009,data/raw/utkface/utkface_006009.jpg,5,1,3
utkface,utkface_006137,data/raw/utkface/utkface_006137.jpg,5,1,0
utkface,utkface_004769,data/raw/utkface/utkface_004769.jpg,4,0,4
utkface,utkface_004478,data/raw/utkface/utkface_004478.jpg,0,0,3
utkface,utkface_006861,data/raw/utkface/utkface_006861.jpg,6,1,0
utkface,utkface_004218,data/raw/utkface/utkface_004218.jpg,0,1,3
utkface,utkface_009628,data/raw/utkface/utkface_009628.jpg,1,1,0
utkface,utkface_000105,data/raw/utkface/utkface_000105.jpg,2,0,0
utkface,utkface_001425,data/raw/utkface/utkface_001425.jpg,0,1,2
utkface,utkface_005439,data/raw/utkface/utkface_005439.jpg,4,0,0
utkface,utkface_003420,data/raw/utkface/utkface_003420.jpg,3,1,4
utkface,utkface_003914,data/raw/utkface/utkface_003914.jpg,3,1,0
utkface,utkface_002344,data/raw/utkface/utkface_002344.jpg,0,0,3
utkface,utkface_004840,data/raw/utkface/utkface_004840.jpg,4,0,0
utkface,utkface_002279,data/raw/utkface/utkface_002279.jpg,0,0,2
utkface,utkface_007406,data/raw/utkface/utkface_007406.jpg,6,1,0
utkface,utkface_008273,data/raw/utkface/utkface_008273.jpg,7,1,0
utkface,utkface_002002,data/raw/utkface/utkface_002002.jpg,0,0,0
utkface,utkface_006274,data/raw/utkface/utkface_006274.jpg,5,0,0
utkface,utkface_001604,data/raw/utkface/utkface_001604.jpg,0,1,2
utkface,utkface_003936,data/raw/utkface/utkface_003936.jpg,3,1,4
utkface,utkface_009544,data/raw/utkface/utkface_009544.jpg,8,0,2
utkface,utkface_000301,data/raw/utkface/utkface_000301.jpg,2,0,1
utkface,utkface_005527,data/raw/utkface/utkface_005527.jpg,4,1,4
utkface,utkface_006256,data/raw/utkface/utkface_006256.jpg,5,0,0
utkface,utkface_000210,data/raw/utkface/utkface_000210.jpg,2,0,4
utkface,utkface_008583,data/raw/utkface/utkface_008583.jpg,7,1,1
utkface,utkface_001862,data/raw/utkface/utkface_001862.jpg,0,1,3
utkface,utkface_004719,data/raw/utkface/utkface_004719.jpg,4,0,0
utkface,utkface_001299,data/raw/utkface/utkface_001299.jpg,0,1,0
utkface,utkface_009635,data/raw/utkface/utkface_009635.jpg,1,1,0
utkface,utkface_003113,data/raw/utkface/utkface_003113.jpg,3,0,3
utkface,utkface_002046,data/raw/utkface/utkface_002046.jpg,0,0,0
utkface,utkface_008165,data/raw/utkface/utkface_008165.jpg,7,1,3
utkface,utkface_005017,data/raw/utkface/utkface_005017.jpg,4,0,0
utkface,utkface_009557,data/raw/utkface/utkface_009557.jpg,8,0,3
utkface,utkface_005878,data/raw/utkface/utkface_005878.jpg,1,0,3
utkface,utkface_003561,data/raw/utkface/utkface_003561.jpg,3,0,3
utkface,utkface_003709,data/raw/utkface/utkface_003709.jpg,3,0,3
utkface,utkface_008395,data/raw/utkface/utkface_008395.jpg,7,0,0
utkface,utkface_006891,data/raw/utkface/utkface_006891.jpg,6,1,0
utkface,utkface_008035,data/raw/utkface/utkface_008035.jpg,7,1,4
utkface,utkface_002294,data/raw/utkface/utkface_002294.jpg,0,0,2
utkface,utkface_005420,data/raw/utkface/utkface_005420.jpg,4,0,0
utkface,utkface_002073,data/raw/utkface/utkface_002073.jpg,0,0,0
utkface,utkface_008869,data/raw/utkface/utkface_008869.jpg,8,1,0
utkface,utkface_008618,data/raw/utkface/utkface_008618.jpg,7,1,0
utkface,utkface_000206,data/raw/utkface/utkface_000206.jpg,2,0,4
utkface,utkface_003341,data/raw/utkface/utkface_003341.jpg,3,1,0
utkface,utkface_002273,data/raw/utkface/utkface_002273.jpg,0,0,2
utkface,utkface_008512,data/raw/utkface/utkface_008512.jpg,7,1,0
utkface,utkface_005775,data/raw/utkface/utkface_005775.jpg,1,0,0
utkface,utkface_008923,data/raw/utkface/utkface_008923.jpg,8,1,0
utkface,utkface_005556,data/raw/utkface/utkface_005556.jpg,4,0,0
utkface,utkface_001999,data/raw/utkface/utkface_001999.jpg,0,0,0
utkface,utkface_002966,data/raw/utkface/utkface_002966.jpg,3,0,3
utkface,utkface_006973,data/raw/utkface/utkface_006973.jpg,6,1,0
utkface,utkface_006837,data/raw/utkface/utkface_006837.jpg,1,0,4
utkface,utkface_008332,data/raw/utkface/utkface_008332.jpg,7,0,0
utkface,utkface_009249,data/raw/utkface/utkface_009249.jpg,1,0,0
utkface,utkface_009872,data/raw/utkface/utkface_009872.jpg,8,1,0
utkface,utkface_009185,data/raw/utkface/utkface_009185.jpg,1,1,0
utkface,utkface_008018,data/raw/utkface/utkface_008018.jpg,7,1,0
utkface,utkface_009932,data/raw/utkface/utkface_009932.jpg,8,1,0
utkface,utkface_009710,data/raw/utkface/utkface_009710.jpg,1,0,0
utkface,utkface_007206,data/raw/utkface/utkface_007206.jpg,6,1,0
utkface,utkface_002996,data/raw/utkface/utkface_002996.jpg,3,1,0
utkface,utkface_003967,data/raw/utkface/utkface_003967.jpg,3,0,0
utkface,utkface_001013,data/raw/utkface/utkface_001013.jpg,2,1,0
utkface,utkface_002820,data/raw/utkface/utkface_002820.jpg,3,0,2
utkface,utkface_005568,data/raw/utkface/utkface_005568.jpg,4,0,0
utkface,utkface_006584,data/raw/utkface/utkface_006584.jpg,5,0,4
utkface,utkface_004177,data/raw/utkface/utkface_004177.jpg,0,1,2
utkface,utkface_002733,data/raw/utkface/utkface_002733.jpg,3,0,4
utkface,utkface_008448,data/raw/utkface/utkface_008448.jpg,7,0,2
utkface,utkface_007649,data/raw/utkface/utkface_007649.jpg,6,1,0
utkface,utkface_002602,data/raw/utkface/utkface_002602.jpg,3,0,4
utkface,utkface_005229,data/raw/utkface/utkface_005229.jpg,4,0,0
utkface,utkface_001084,data/raw/utkface/utkface_001084.jpg,2,0,0
utkface,utkface_004656,data/raw/utkface/utkface_004656.jpg,4,0,3
utkface,utkface_005849,data/raw/utkface/utkface_005849.jpg,1,0,2
utkface,utkface_009033,data/raw/utkface/utkface_009033.jpg,8,0,0
utkface,utkface_001441,data/raw/utkface/utkface_001441.jpg,0,1,2
utkface,utkface_003117,data/raw/utkface/utkface_003117.jpg,3,0,3
utkface,utkface_001837,data/raw/utkface/utkface_001837.jpg,0,1,3
utkface,utkface_008735,data/raw/utkface/utkface_008735.jpg,1,0,2
utkface,utkface_000507,data/raw/utkface/utkface_000507.jpg,2,0,0
utkface,utkface_002456,data/raw/utkface/utkface_002456.jpg,0,0,4
utkface,utkface_003515,data/raw/utkface/utkface_003515.jpg,3,0,3
utkface,utkface_002824,data/raw/utkface/utkface_002824.jpg,3,0,2
utkface,utkface_004462,data/raw/utkface/utkface_004462.jpg,0,0,3
utkface,utkface_005223,data/raw/utkface/utkface_005223.jpg,4,1,4
utkface,utkface_001527,data/raw/utkface/utkface_001527.jpg,0,1,2
utkface,utkface_003760,data/raw/utkface/utkface_003760.jpg,3,1,1
utkface,utkface_003024,data/raw/utkface/utkface_003024.jpg,3,1,4
utkface,utkface_004428,data/raw/utkface/utkface_004428.jpg,0,0,2
utkface,utkface_006760,data/raw/utkface/utkface_006760.jpg,1,0,2
utkface,utkface_005444,data/raw/utkface/utkface_005444.jpg,4,0,2
utkface,utkface_001720,data/raw/utkface/utkface_001720.jpg,0,1,2
utkface,utkface_004704,data/raw/utkface/utkface_004704.jpg,4,1,3
